category,journal_title,e_issn,impact_factor,impact_factor_raw
Medicine,Bali Medical Journal,2302-2914,0.9,0.9
Medicine,University of Toronto Medical Journal,1913-5440,0.9,0.9
Medicine,Australian Journal of Forensic Sciences,1834-562X,0.8,0.8
Medicine,Ulusal Travma ve Acil Cerrahi Dergisi-Turkish Journal of Trauma & Emergency Surgery,1307-7945,0.8,0.8
Medicine,PERSPECTIVES IN BIOLOGY AND MEDICINE,1529-8795,0.8,0.8
Medicine,African Health Sciences,1729-0503,0.8,0.8
Medicine,Turkish Journal of Orthodontics,2148-9505,0.8,0.8
Medicine,Journal of Maxillofacial & Oral Surgery,0974-942X,0.8,0.8
Medicine,Craniomaxillofacial Trauma & Reconstruction,1943-3883,0.8,0.8
Medicine,Medical Acupuncture,1933-6594,0.8,0.8
Medicine,Hong Kong Journal of Emergency Medicine,2309-5407,0.8,0.8
Medicine,International Journal of Applied and Basic Medical Research,2248-9606,0.8,0.8
Medicine,TROPICAL BIOMEDICINE,N/A,0.8,0.8
Medicine,Journal of Acute Medicine,2211-5595,0.8,0.8
Medicine,Forensic Imaging,2666-2256,0.8,0.8
Medicine,RADIATION PROTECTION DOSIMETRY,1742-3406,0.8,0.8
Medicine,Acta Medica Portuguesa,1646-0758,0.8,0.8
Medicine,Alexandria Journal of Medicine,2090-5076,0.8,0.8
Medicine,Nigerian Postgraduate Medical Journal,2468-6875,0.8,0.8
Medicine,Agri-The Journal of the Turkish Society of Algology,1300-0012,0.8,0.8
Medicine,Caspian Journal of Internal Medicine,2008-6172,0.8,0.8
Medicine,JAAPA-Journal of the American Academy of Physician Assistants,0893-7400,0.8,0.8
Medicine,Biomedica,2590-7379,0.8,0.8
Medicine,Ultrasound,1743-1344,0.8,0.8
Medicine,Bangladesh Journal of Medical Science,2076-0299,0.8,0.8
Medicine,Case Reports in Medicine,1687-9635,0.8,0.8
Medicine,ORVOSI HETILAP,1788-6120,0.8,0.8
Medicine,SEMINARS IN ROENTGENOLOGY,1558-4658,0.8,0.8
Medicine,LEPROSY REVIEW,2162-8807,0.8,0.8
Medicine,Therapeutic Hypothermia and Temperature Management,2153-7933,0.8,0.8
Medicine,Archive of Clinical Cases,2360-6975,0.8,0.8
Medicine,Clinical Medicine Insights-Case Reports,1179-5476,0.8,0.8
Medicine,JOURNAL OF VECTOR BORNE DISEASES,0972-9062,0.8,0.8
Medicine,Reports,2571-841X,0.8,0.8
Medicine,JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION,0030-9982,0.8,0.8
Medicine,Southern African Journal of Critical Care,2078-676X,0.8,0.8
Medicine,British Columbia Medical Journal,0007-0556,0.8,0.8
Medicine,Case Reports in Dentistry,2090-6455,0.7,0.7
Medicine,Ultrasound Quarterly,1536-0253,0.7,0.7
Medicine,Nigerian Journal of Clinical Practice,2229-7731,0.7,0.7
Medicine,Canadian Journal of Rural Medicine,1488-237X,0.7,0.7
Medicine,International Medical Case Reports Journal,1179-142X,0.7,0.7
Medicine,Egyptian Journal of Radiology and Nuclear Medicine,2090-4762,0.7,0.7
Medicine,Fukushima Journal of Medical Science,2185-4610,0.7,0.7
Medicine,Undersea and Hyperbaric Medicine,N/A,0.7,0.7
Medicine,JCPSP-Journal of the College of Physicians and Surgeons Pakistan,1681-7168,0.7,0.7
Medicine,Journal of Medical Physics,1998-3913,0.7,0.7
Medicine,Colombia Medica,N/A,0.7,0.7
Medicine,Notarzt,1438-8693,0.7,0.7
Medicine,BIOMEDICAL PAPERS-OLOMOUC,1804-7521,0.7,0.7
Medicine,SA Journal of Radiology,2078-6778,0.7,0.7
Medicine,Acta Medica Indonesiana,2338-2732,0.7,0.7
Medicine,Indonesian Biomedical Journal,2355-9179,0.7,0.7
Medicine,Acta Clinica Croatica,1333-9451,0.7,0.7
Medicine,Advanced Biomedical Research,2277-9175,0.7,0.7
Medicine,AME Case Reports,2523-1995,0.7,0.7
Medicine,Bahrain Medical Bulletin,1012-8298,0.7,0.7
Medicine,Polish Journal of Medical Physics and Engineering,1898-0309,0.7,0.7
Medicine,JOURNAL OF MEDICAL INVESTIGATION,1349-6867,0.7,0.7
Medicine,Radiologic Technology,1943-5657,0.7,0.7
Medicine,REVUE DE MEDECINE INTERNE,N/A,0.7,0.7
Medicine,Radiologie,2731-7056,0.7,0.7
Medicine,Imaging,2732-0960,0.7,0.7
Medicine,Romanian Journal of Oral Rehabilitation,2066-7000,0.6,0.6
Medicine,Dental Hypotheses,2155-8213,0.6,0.6
Medicine,Oral Science International,1881-4204,0.6,0.6
Medicine,Current Cardiovascular Imaging Reports,1941-9074,0.6,0.6
Medicine,Journal of Advanced Oral Research,2320-2076,0.6,0.6
Medicine,Pediatric Dental Journal,1880-3997,0.6,0.6
Medicine,World Journal of Acupuncture-Moxibustion,1972-019X,0.6,0.6
Medicine,NUCLEAR MEDICINE REVIEW,1644-4345,0.6,0.6
Medicine,Innere Medizin,2731-7099,0.6,0.6
Medicine,Journal of Radiation Protection and Research,2466-2461,0.6,0.6
Medicine,BMJ Case Reports,1757-790X,0.6,0.6
Medicine,Annals of African Medicine,0975-5764,0.6,0.6
Medicine,Clinical Case Reports,2050-0904,0.6,0.6
Medicine,SAGE Open Medical Case Reports,2050-313X,0.6,0.6
Medicine,Journal of Cardiovascular Emergencies,2457-550X,0.6,0.6
Medicine,Journal of Radiology Case Reports,1943-0922,0.6,0.6
Medicine,Trauma-England,1477-0350,0.6,0.6
Medicine,World Journal of Nuclear Medicine,1607-3312,0.6,0.6
Medicine,Biomedical Research and Therapy,2198-4093,0.6,0.6
Medicine,Current Traditional Medicine,2215-0846,0.6,0.6
Medicine,MEDICINA-BUENOS AIRES,1669-9106,0.6,0.6
Medicine,ACTA MEDICA OKAYAMA,0386-300X,0.6,0.6
Medicine,DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,1439-4413,0.6,0.6
Medicine,M S-MEDECINE SCIENCES,1958-5381,0.6,0.6
Medicine,Gaceta Medica de Mexico,0016-3813,0.6,0.6
Medicine,Open Dentistry Journal,1874-2106,0.5,0.5
Medicine,Dubai Medical Journal,2571-726X,0.5,0.5
Medicine,Bulletin of Tokyo Dental College,0040-8891,0.5,0.5
Medicine,Odovtos International Journal of Dental Sciences,2215-3411,0.5,0.5
Medicine,Australasian Orthodontic Journal,2207-7480,0.5,0.5
Medicine,Journal of International Oral Health,0976-1799,0.5,0.5
Medicine,APOS Trends in Orthodontics,2321-1407,0.5,0.5
Medicine,Journal of Osseointegration,2036-4121,0.5,0.5
Medicine,Giornale Italiano di Endodonzia,1971-1425,0.5,0.5
Medicine,Orthodontic Waves,1878-1837,0.5,0.5
Medicine,TROPICAL DOCTOR,1758-1133,0.5,0.5
Medicine,BJR Case Reports,2055-7159,0.5,0.5
Medicine,Gomal Journal of Medical Sciences,1997-2067,0.5,0.5
Medicine,Revista Romana de Medicina de Laborator,2284-5623,0.5,0.5
Medicine,Medical Journal of Indonesia,2252-8083,0.5,0.5
Medicine,Oxford Medical Case Reports,2053-8855,0.5,0.5
Medicine,REVISTA MEDICA DE CHILE,0717-6163,0.5,0.5
Medicine,ANASTHESIOLOGIE & INTENSIVMEDIZIN,1439-0256,0.5,0.5
Medicine,Galen Medical Journal,2322-2379,0.5,0.5
Medicine,Sudan Journal of Medical Sciences,1858-5051,0.5,0.5
Medicine,Rechtsmedizin,1434-5196,0.4,0.4
Medicine,JOURNAL OF DENTISTRY FOR CHILDREN,1935-5068,0.4,0.4
Medicine,Pesquisa Brasileira em Odontopediatria e Clinica Integrada,1983-4632,0.4,0.4
Medicine,Journal of Oral and Maxillofacial Surgery Medicine and Pathology,2212-5566,0.4,0.4
Medicine,Chinese Journal of Academic Radiology,2520-8993,0.4,0.4
Medicine,Emergency Care Journal,2282-2054,0.4,0.4
Medicine,International Journal of Radiation Research,2322-3243,0.4,0.4
Medicine,Journal of Indian Academy of Oral Medicine and Radiology,0975-1572,0.4,0.4
Medicine,Revista Portuguesa de Estomatologia Medicina Dentaria e Cirurgia Maxilofacial,1647-6700,0.4,0.4
Medicine,Iranian Red Crescent Medical Journal,2074-1812,0.4,0.4
Medicine,Precision Medical Sciences,2642-2514,0.4,0.4
Medicine,ANNALES DE BIOLOGIE CLINIQUE,1950-6112,0.4,0.4
Medicine,Indian Journal of Nuclear Medicine,0974-0244,0.4,0.4
Medicine,Journal of Acupuncture and Tuina Science,1993-0399,0.4,0.4
Medicine,Rawal Medical Journal,0303-5212,0.4,0.4
Medicine,Sonography,2054-6750,0.4,0.4
Medicine,Asian Biomedicine,1875-855X,0.4,0.4
Medicine,Laeknabladid,1670-4959,0.4,0.4
Medicine,Proceedings of Singapore Healthcare,2059-2329,0.4,0.4
Medicine,Journal of Acute Disease,2589-5516,0.4,0.4
Medicine,Journal of Medical and Biomedical Science,2026-6294,0.4,0.4
Medicine,Medical Studies-Studia Medyczne,2300-6722,0.4,0.4
Medicine,AIMS Medical Science,2375-1576,0.4,0.4
Medicine,NATIONAL MEDICAL JOURNAL OF INDIA,0970-258X,0.4,0.4
Medicine,Current Issues in Pharmacy and Medical Sciences,2300-6676,0.4,0.4
Medicine,Global Journal of Medical Pharmaceutical and Biomedical Update,2765-8910,0.4,0.4
Medicine,Applied Radiology,1879-2898,0.4,0.4
Medicine,Clinical and Investigative Orthodontics,2770-579X,0.3,0.3
Medicine,ANASTHESIOLOGIE INTENSIVMEDIZIN NOTFALLMEDIZIN SCHMERZTHERAPIE,1439-1074,0.3,0.3
Medicine,Journal of Radiotherapy in Practice,1467-1131,0.3,0.3
Medicine,Journal of Indian Association of Public Health Dentistry,2350-0484,0.3,0.3
Medicine,Eurasian Journal of Emergency Medicine,2149-6048,0.3,0.3
Medicine,Hippokratia,1108-4189,0.3,0.3
Medicine,International Journal of Academic Medicine,2455-5568,0.3,0.3
Medicine,Journal of Military and Veterans Health,1839-2733,0.3,0.3
Medicine,Acta Facultatis Medicae Naissensis,2217-2521,0.3,0.3
Medicine,Flugmedizin Tropenmedizin Reisemedizin,1864-175X,0.3,0.3
Medicine,Haseki TIp Bulteni-Medical Bulletin of Haseki,2147-2688,0.3,0.3
Medicine,JOURNAL OF DIAGNOSTIC MEDICAL SONOGRAPHY,1552-5430,0.3,0.3
Medicine,Erciyes Medical Journal,2149-2549,0.3,0.3
Medicine,European Journal of Therapeutics,2564-7040,0.3,0.3
Medicine,Italian Journal of Medicine,1877-9352,0.3,0.3
Medicine,Journal of Health and Allied Sciences NU,2582-4953,0.3,0.3
Medicine,Journal of the Korean Medical Association,2093-5951,0.3,0.3
Medicine,Konuralp Tip Dergisi,1309-3878,0.3,0.3
Medicine,Clinical and Experimental Health Sciences,2459-1459,0.3,0.3
Medicine,Cukurova Medical Journal,2602-3040,0.3,0.3
Medicine,Ibnosina Journal of Medicine and Biomedical Sciences,1947-489X,0.3,0.3
Medicine,Journal of Krishna Institute of Medical Sciences University,2231-4261,0.3,0.3
Medicine,Klimik Journal,1309-1484,0.3,0.3
Medicine,CEYLON MEDICAL JOURNAL,0009-0875,0.3,0.3
Medicine,Ewha Medical Journal,2234-2591,0.3,0.3
Medicine,Makara Journal of Health Research,2356-3656,0.3,0.3
Medicine,TERAPEVTICHESKII ARKHIV,2309-5342,0.3,0.3
Medicine,World of Medicine and Biology,2079-8334,0.3,0.3
Medicine,BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE,2271-4820,0.3,0.3
Medicine,Egyptian Journal of Critical Care Medicine,2090-9209,0.3,0.3
Medicine,Galician Medical Journal,2414-1518,0.3,0.3
Medicine,IIUM Medical Journal Malaysia,2735-2285,0.3,0.3
Medicine,Revista del Cuerpo Medico del Hospital Nacional Almanzor Aguinaga Asenjo,2227-4731,0.3,0.3
Medicine,Scientia Medica,1980-6108,0.3,0.3
Medicine,Clinical Management Issues,2283-3137,0.3,0.3
Medicine,Iatreia,2011-7965,0.3,0.3
Medicine,Journal of Critical & Intensive Care,2717-6428,0.3,0.3
Medicine,Canadian Society of Forensic Science Journal,2332-1660,0.2,0.2
Medicine,Journal of Dentistry Indonesia,2355-4800,0.2,0.2
Medicine,Trauma Monthly,2251-7472,0.2,0.2
Medicine,Crescent Journal of Medical and Biological Sciences,2148-9696,0.2,0.2
Medicine,Revista Medica Clinica Las Condes,0716-8640,0.2,0.2
Medicine,Vojnosanitetski Pregled,2406-0720,0.2,0.2
Medicine,Dental Cadmos,0011-8524,0.2,0.2
Medicine,Indian Journal of Medical Specialities,0976-2892,0.2,0.2
Medicine,Iranian Journal of Radiology,2008-2711,0.2,0.2
Medicine,Meandros Medical and Dental Journal,2149-9063,0.2,0.2
Medicine,Netherlands Journal of Critical Care,1569-3511,0.2,0.2
Medicine,Russian Open Medical Journal,2304-3415,0.2,0.2
Medicine,Bezmialem Science,2148-2373,0.2,0.2
Medicine,International Journal of Biomedicine,2158-0529,0.2,0.2
Medicine,Journal of Neuroanaesthesiology and Critical Care,2348-926X,0.2,0.2
Medicine,Medical Journal of Bakirkoy,1305-9327,0.2,0.2
Medicine,Medicina Balear,2255-0569,0.2,0.2
Medicine,Srpski Arhiv za Celokupno Lekarstvo,0370-8179,0.2,0.2
Medicine,Bulletin of Russian State Medical University,2542-1204,0.2,0.2
Medicine,Hong Kong Journal of Radiology,2307-4620,0.2,0.2
Medicine,Istanbul Medical Journal,2148-094X,0.2,0.2
Medicine,Journal of Clinical and Diagnostic Research,0973-709X,0.2,0.2
Medicine,Journal of Clinical Sciences,2408-7408,0.2,0.2
Medicine,Journal of Contemporary Medical Sciences,2413-0516,0.2,0.2
Medicine,Marmara Medical Journal,1309-9469,0.2,0.2
Medicine,New Armenian Medical Journal,1829-0825,0.2,0.2
Medicine,Postepy Higieny I Medycyny Doswiadczalnej,1732-2693,0.2,0.2
Medicine,THERAPEUTISCHE UMSCHAU,1664-2864,0.2,0.2
Medicine,Turkish Journal of Intensive Care-Turk Yogun Bakim Dergisi,2602-2974,0.2,0.2
Medicine,Universa Medicina,2407-2230,0.2,0.2
Medicine,WEST INDIAN MEDICAL JOURNAL,2309-5830,0.2,0.2
Medicine,Archivos de Medicina,2339-3874,0.2,0.2
Medicine,Byulleten Sibirskoy Meditsiny,1819-3684,0.2,0.2
Medicine,Journal of Head & Neck Physicians and Surgeons,2347-8128,0.2,0.2
Medicine,Journal of Istanbul Faculty of Medicine-Istanbul Tip Fakultesi Dergisi,1305-6441,0.2,0.2
Medicine,Journal of the International Clinical Dental Research Organization,2231-5357,0.2,0.2
Medicine,Khyber Medical University Journal-KMUJ,2305-2651,0.2,0.2
Medicine,Medicni Perspektivi,2786-4804,0.2,0.2
Medicine,Nigerian Journal of Basic and Clinical Sciences,2320-477X,0.2,0.2
Medicine,Odontoestomatologia,1688-9339,0.2,0.2
Medicine,Revista Medica de Rosario,1851-2135,0.2,0.2
Medicine,Viral Hepatit Dergisi-Viral Hepatitis Journal,2147-2939,0.2,0.2
Medicine,Archives of Hellenic Medicine,1105-3992,0.2,0.2
Medicine,Imagerie de la Femme,2214-8485,0.2,0.2
Medicine,Deutsche Zeitschrift fur Akupunktur,1439-4359,0.2,0.2
Medicine,International Journal of Clinical and Experimental Medicine,1940-5901,0.2,0.2
Medicine,Exercer-La Revue Francophone de Medecine Generale,1961-9138,0.2,0.2
Medicine,Annales Francaises de Medecine d Urgence,2108-6591,0.1,0.1
Medicine,Journal of Oral Health and Oral Epidemiology,2322-1372,0.1,0.1
Medicine,International Journal of Orthodontic Rehabilitation,2542-5579,0.1,0.1
Medicine,Archives of Orofacial Science,2231-7163,0.1,0.1
Medicine,Iranian Journal of Nuclear Medicine,2008-2509,0.1,0.1
Medicine,Medecine & Droit,1873-6475,0.1,0.1
Medicine,Romanian Journal of Military Medicine,2501-2312,0.1,0.1
Medicine,Annals of King Edward Medical University Lahore Pakistan,2079-0694,0.1,0.1
Multidisciplinary,CHEMICAL REVIEWS,1520-6890,51.4,51.4
Multidisciplinary,NATURE,1476-4687,50.5,50.5
Multidisciplinary,Nature Reviews Methods Primers,2662-8449,50.1,50.1
Multidisciplinary,Nature Energy,2058-7546,49.7,49.7
Multidisciplinary,Nature Reviews Earth & Environment,2662-138X,49.7,49.7
Multidisciplinary,REVIEWS OF MODERN PHYSICS,1539-0756,45.9,45.9
Multidisciplinary,Nature Reviews Physics,2522-5820,44.8,44.8
Multidisciplinary,SCIENCE,1095-9203,44.7,44.7
Multidisciplinary,eScience,2667-1417,42.9,42.9
Multidisciplinary,CHEMICAL SOCIETY REVIEWS,1460-4744,40.4,40.4
Multidisciplinary,Joule,2542-4351,38.6,38.6
Multidisciplinary,Nature Reviews Chemistry,2397-3358,38.1,38.1
Multidisciplinary,PROGRESS IN MATERIALS SCIENCE,1873-2208,33.6,33.6
Multidisciplinary,Innovation,2666-6758,33.2,33.2
Multidisciplinary,Advanced Powder Materials,2772-834X,28.6,28.6
Multidisciplinary,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,1873-6270,23.9,23.9
Multidisciplinary,Annual Review of Psychology,1545-2085,23.6,23.6
Multidisciplinary,InfoMat,2567-3165,22.7,22.7
Multidisciplinary,EnergyChem,2589-7780,22.2,22.2
Multidisciplinary,Materials Today,1873-4103,21.1,21.1
Multidisciplinary,Nature Chemistry,1755-4349,19.2,19.2
Multidisciplinary,Chem,2451-9294,19.1,19.1
Multidisciplinary,REPORTS ON PROGRESS IN PHYSICS,1361-6633,19.0,19
Multidisciplinary,Science Bulletin,2095-9281,18.8,18.8
Multidisciplinary,SusMat,2692-4552,18.7,18.7
Multidisciplinary,Psychological Science in the Public Interest,1539-6053,18.2,18.2
Multidisciplinary,Nature Physics,1745-2481,17.6,17.6
Multidisciplinary,PSYCHOLOGICAL BULLETIN,1939-1455,17.3,17.3
Multidisciplinary,Matter,2590-2385,17.3,17.3
Multidisciplinary,Nature Reviews Psychology,2731-0574,16.8,16.8
Multidisciplinary,INTERNATIONAL MATERIALS REVIEWS,1743-2804,16.8,16.8
Multidisciplinary,ACCOUNTS OF CHEMICAL RESEARCH,1520-4898,16.4,16.4
Multidisciplinary,National Science Review,2053-714X,16.3,16.3
Multidisciplinary,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,1521-3773,16.1,16.1
Multidisciplinary,ENGINEERING GEOLOGY,1872-6917,6.9,6.9
Multidisciplinary,Science China-Materials,2199-4501,6.8,6.8
Multidisciplinary,JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,1873-4774,6.7,6.7
Multidisciplinary,Materials Today Chemistry,2468-5194,6.7,6.7
Multidisciplinary,TRANSACTIONS OF TIANJIN UNIVERSITY,1995-8196,6.7,6.7
Multidisciplinary,npj Materials Degradation,2397-2106,6.6,6.6
Multidisciplinary,Case Studies in Construction Materials,2214-5095,6.5,6.5
Multidisciplinary,Frontiers of Physics,2095-0470,6.5,6.5
Multidisciplinary,Georisk-Assessment and Management of Risk for Engineered Systems and Geohazards,1749-9526,6.5,6.5
Multidisciplinary,Advanced Sustainable Systems,2366-7486,6.5,6.5
Multidisciplinary,NEW CARBON MATERIALS,1872-5805,6.5,6.5
Multidisciplinary,Science China-Physics Mechanics & Astronomy,1869-1927,6.4,6.4
Multidisciplinary,Advanced Materials Technologies,2365-709X,6.4,6.4
Multidisciplinary,Current Opinion in Psychology,2352-2518,6.3,6.3
Multidisciplinary,Machine Learning-Science and Technology,2632-2153,6.3,6.3
Multidisciplinary,Alexandria Engineering Journal,2090-2670,6.2,6.2
Multidisciplinary,Advanced Energy and Sustainability Research,2699-9412,6.2,6.2
Multidisciplinary,AGRICULTURAL SYSTEMS,1873-2267,6.1,6.1
Multidisciplinary,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,1522-9610,6.1,6.1
Multidisciplinary,ChemistryMethods,2628-9725,6.1,6.1
Multidisciplinary,Ain Shams Engineering Journal,2090-4495,6.0,6
Multidisciplinary,Results in Engineering,2590-1230,6.0,6
Multidisciplinary,Science China-Earth Sciences,1869-1897,6.0,6
Multidisciplinary,Solar RRL,2367-198X,6.0,6
Multidisciplinary,Materials Chemistry Frontiers,2052-1537,6.0,6
Multidisciplinary,Communications Chemistry,2399-3669,5.9,5.9
Multidisciplinary,FlatChem,2452-2627,5.9,5.9
Multidisciplinary,RIVISTA DEL NUOVO CIMENTO,1826-9850,5.9,5.9
Multidisciplinary,Scientific Data,2052-4463,5.8,5.8
Multidisciplinary,Landslides,1612-5118,5.8,5.8
Multidisciplinary,INTEGRATED COMPUTER-AIDED ENGINEERING,1875-8835,5.8,5.8
Multidisciplinary,Journal of Saudi Chemical Society,2212-4640,5.8,5.8
Multidisciplinary,INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE,1879-2197,5.7,5.7
Multidisciplinary,International Journal of Fatigue,1879-3452,5.7,5.7
Multidisciplinary,Fundamental Research,2667-3258,5.7,5.7
Multidisciplinary,ACS Materials Au,2694-2461,5.7,5.7
Multidisciplinary,FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS,1521-3978,5.6,5.6
Multidisciplinary,INTERNATIONAL JOURNAL OF COAL GEOLOGY,1872-7840,5.6,5.6
Multidisciplinary,ROCK MECHANICS AND ROCK ENGINEERING,1434-453X,5.5,5.5
Multidisciplinary,CHINESE JOURNAL OF CHEMISTRY,1614-7065,5.5,5.5
Multidisciplinary,Carbon Letters,2233-4998,5.5,5.5
Multidisciplinary,PRECISION AGRICULTURE,1573-1618,5.4,5.4
Multidisciplinary,Communications Physics,2399-3650,5.4,5.4
Multidisciplinary,ACS Applied Energy Materials,N/A,5.4,5.4
Multidisciplinary,Journal of Power Sources Advances,2666-2485,5.4,5.4
Multidisciplinary,CHAOS SOLITONS & FRACTALS,1873-2887,5.3,5.3
Multidisciplinary,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES,1095-9300,5.3,5.3
Multidisciplinary,COMPUTERS AND GEOTECHNICS,1873-7633,5.3,5.3
Multidisciplinary,WEAR,1873-2577,5.3,5.3
Multidisciplinary,MATERIALS RESEARCH BULLETIN,1873-4227,5.3,5.3
Multidisciplinary,Arabian Journal of Chemistry,1878-5379,5.3,5.3
Multidisciplinary,Body Image,1873-6807,5.2,5.2
Multidisciplinary,Chemical and Biological Technologies in Agriculture,2196-5641,5.2,5.2
Multidisciplinary,ENVIRONMENT AND BEHAVIOR,1552-390X,5.2,5.2
Multidisciplinary,Materials Advances,2633-5409,5.2,5.2
Multidisciplinary,PSYCHOLOGICAL REVIEW,1939-1471,5.1,5.1
Multidisciplinary,Engineering Science and Technology-An International Journal-JESTECH,2215-0986,5.1,5.1
Multidisciplinary,Scientific Drilling,1816-3459,1.6,1.6
Multidisciplinary,MethodsX,2215-0161,1.6,1.6
Multidisciplinary,Journal of Neuroscience Psychology and Economics,2151-318X,1.6,1.6
Multidisciplinary,Journal of Advanced Concrete Technology,1347-3913,1.6,1.6
Multidisciplinary,JOURNAL OF THE CHINESE CHEMICAL SOCIETY,2192-6549,1.6,1.6
Multidisciplinary,Transactions on Electrical and Electronic Materials,2092-7592,1.6,1.6
Multidisciplinary,HIGH TEMPERATURE MATERIALS AND PROCESSES,2191-0324,1.6,1.6
Multidisciplinary,SOFT MATERIALS,1539-4468,1.6,1.6
Multidisciplinary,JOURNAL OF THE CHILEAN CHEMICAL SOCIETY,0717-9707,1.6,1.6
Multidisciplinary,Manufacturing Technology,2787-9402,1.6,1.6
Multidisciplinary,Empirical Studies of the Arts,1541-4493,1.5,1.5
Multidisciplinary,ARCHAEOMETRY,1475-4754,1.5,1.5
Multidisciplinary,PROFESSIONAL PSYCHOLOGY-RESEARCH AND PRACTICE,1939-1323,1.5,1.5
Multidisciplinary,NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH,1175-8775,1.5,1.5
Multidisciplinary,Psicologia-Reflexao e Critica,1678-7153,1.5,1.5
Multidisciplinary,Open Engineering,2391-5439,1.5,1.5
Multidisciplinary,Polar Science,1876-4428,1.5,1.5
Multidisciplinary,BRAZILIAN JOURNAL OF PHYSICS,1678-4448,1.5,1.5
Multidisciplinary,Chinese Physics B,2058-3834,1.5,1.5
Multidisciplinary,International Journal of Engineering,1735-9244,1.5,1.5
Multidisciplinary,Engineering Research Express,2631-8695,1.5,1.5
Multidisciplinary,JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,N/A,1.5,1.5
Multidisciplinary,Geosystem Engineering,2166-3394,1.5,1.5
Multidisciplinary,SOUTH AFRICAN JOURNAL OF SCIENCE,1996-7489,1.5,1.5
Multidisciplinary,Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften,1861-4094,1.5,1.5
Multidisciplinary,Physics,2624-8174,1.5,1.5
Multidisciplinary,JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME,1528-8889,1.5,1.5
Multidisciplinary,HELVETICA CHIMICA ACTA,1522-2675,1.5,1.5
Multidisciplinary,Advances in Materials Science,2083-4799,1.5,1.5
Multidisciplinary,EPJ Applied Metamaterials,2272-2394,1.5,1.5
Multidisciplinary,Materials Research-Ibero-american Journal of Materials,1980-5373,1.5,1.5
Multidisciplinary,Museum Management and Curatorship,1872-9185,1.4,1.4
